Letter,Street
A,Calle de las Azulinas
A,Calle de Azuqueca
A,Calle de la Azurita
A,Acceso A5-M40
B,Calle de Babilafuente
B,Calle de Babilonia
B,Calle de Bacares
B,Calle de Bacoy
B,Avenida de Badajoz
B,Calle de Badalona
B,Calle de Baena
B,Calle de Baeza
B,Calle de la Bahía
B,Calle de Bahía de Alcudia
B,Calle de la Bahía de Algeciras
B,Calle de Bahía de Alicante
B,Calle de Bahía de Almería
B,Calle de Bahía de Cádiz
B,Calle de Bahía de Cartagena
B,Calle de Bahía de Gando
B,Calle de Bahía de la Concha
B,Calle de Bahía de Mahón
B,Calle de Bahía de Málaga
B,Calle de Bahía de Palma
B,Calle de Bahía de Pollensa
B,Calle de Bahía de Santa Pola
B,Calle de Bahía de Santander
B,Calle de Bahía de Santoña
B,Plaza del Baile
B,Calle de Bailén
B,Calle Baja de la Iglesia
B,Calle de Bajamar
B,Paseo Bajo de Casimiro Gómez Ortega
B,Paseo Bajo de la Virgen del Puerto
B,Camino Bajo de los Llanos
B,Calle de Balaguer
B,Calle del Balandro
B,Calle de Balbina Valverde
B,Calle de Balcánica
B,Calle del Balcón de Corralejos
B,Calle de Baleares
B,Calle de la Ballesta
B,Calle de Balmaseda
B,Calle de Balmes
B,Calle de Balsaminas
B,Calle de Baltanás
B,Calle de Baltasar
B,Calle de Baltasar del Alcázar
B,Calle de Baltasar Gracián
B,Calle de Baltasar Santos
B,Calle del Bambú
B,Plaza de Bami
B,Calle de la Banana
B,Calle de Bande
B,Calle de la Bandera
B,Calle de la Baña
B,Camino del Bañil
B,Calle de Baños de Montemayor
B,Calle de Baños de Valdearados
B,Calle de Baracaldo
B,Calle de Baranoa
B,Calle de Barbadelo
B,Calle de Barbadillo
B,Plaza de Barbados
B,Calle de Bárbara de Braganza
B,Calle de Barbastro
B,Plaza de Barbatain
B,Calle de Barbate
B,Calle de Barberán
B,Calle de Barbieri
B,Calle de la Barca
B,Camino de la Barca o de la Casa de Tilly
B,Calle de la Barcarrota
B,Calle de Barceló
B,Calle de Barcelona
B,Calle de Barcenilla
B,Calle del Barco
B,Calle del Barco Sinaia
B,Calle de Bardala
B,Calle del Bardegueral
B,Calle de Barichara
B,Plaza de Barichara
B,Calle de Bariloche
B,Calle del Bario
B,Calle de Barlovento
B,Calle del Barón de la Torre
B,Calle del Barón del Castillo de Chirel
B,Paseo de Barquillas
B,Calle de Barquillo
B,Calle de Barrafón
B,Plaza de Barragán
B,Calle de la Barranca
B,Camino del Barranco de Gil
B,Camino del Barranco de la Hierba
B,Camino del Barranco de la Reina
B,Calle del Barranco del Novillo
B,Avenida de la Barranquilla
B,Lugar los Barranquillos
B,Calle de Barrencalle
B,Calle del Barrial
B,Camino del Barrial
B,Calle del Barrilero
B,Calle del Barrio de Camarillas
B,Carretera del Barrio de la Fortuna
B,Calle de Barrionuevo
B,Calle de los Barros
B,Plaza del Basalto
B,Calle de Basaúri
B,Calle de los Bascones
B,Calle de Bascuñana
B,Calle de Bascuñuelos
B,Calle de Basella
B,Plaza de Basilea
B,Calle de la Basílica
B,Calle de Basilio de Prado
B,Calle de Basilio Paraíso
B,Calle de Bastero
B,Calle de la Batalla de Farsalia
B,Calle de la Batalla de Garellano
B,Calle de la Batalla de las Termópilas
B,Calle de la Batalla de Mühlberg
B,Calle de la Batalla de Otumba
B,Calle de la Batalla de Salamina
B,Calle de la Batalla de Tesalia
B,Calle de la Batalla de Torrijos
B,Calle de la Batalla de Wad-Rás
B,Calle de la Batalla del Salado
B,Calle del Batallón
B,Camino del Batán
B,Calle del Batel
B,Calle de Baterías
B,Calle de Batres
B,Calle de Bausa
B,Avenida de Baviera
B,Calle de Bayona
B,Calle de Bayunca
B,Calle de Baza
B,Calle de Beasain
B,Plaza de la Beata María Ana de Jesús
B,Travesia de las Beatas
B,Calle del Beato Berrio Ochoa
B,Calle de Beatriz Agredano
B,Calle de Beatriz de Bobadilla
B,Calle de Beatriz Galindo
B,Calle de Becerrea
B,Calle de Becerril de la Sierra
B,Calle de las Begonias
B,Calle de Begoña
B,Calle de Beire
B,Calle de Béjar
B,Calle de Belalcázar
B,Pasaje de Belalcázar
B,Calle de Belén
B,Travesia de Belén
B,Calle de Beleño
B,Calle de Belfast
B,Calle de Bélgica
B,Calle de Belianes
B,Calle de Belice
B,Calle de Belisana
B,Calle de la Bella Altisidora
B,Calle de Belladona
B,Pasaje de Bellas Vistas
B,Calle de Bellaterra
B,Calle de Bellatrix
B,Calle de la Belleza
B,Calle de Bellver
B,Travesia de Bellver
B,Calle de Bélmez
B,Calle de Belmonte de Tajo
B,Calle de Belorado
B,Calle de Belvis
B,Calle de Belvis de la Jara
B,Calle de Belzunegui
B,Calle de Bembibre
B,Calle de Benadalid
B,Calle de Benalauria
B,Calle de Benalmádena
B,Calle de Benamargosa
B,Calle de Benamejí
B,Calle de Benarraba
B,Calle de la Bendición de Campos
B,Calle de Benéfica Belén
B,Calle de la Beneficencia
B,Calle de Benetuser
B,Calle de Benicarló
B,Calle de Benicasim
B,Calle de Benidorm
B,Calle de Benifayo
B,Calle de Beniferri
B,Calle de Benigno Soto
B,Calle de Benimamet
B,Calle de Benisoda
B,Calle de Benita Ávila
B,Calle de Benita López
B,Calle de Benítez
B,Calle de Benito de Castro
B,Calle de Benito Gutiérrez
B,Calle de Benito Monfort
B,Calle de Benito Muñoz
B,Calle de Benito Prieto
B,Calle de Benito Valderas
B,Calle de Benjamín
B,Calle de Benjamín Palencia
B,Calle de Bentaiga
B,Calle de Berango
B,Calle de Berastegui
B,Calle de Bercial
B,Calle de Bercianos del Real Camino
B,Calle de Berdun
B,Calle de Berenisa
B,Calle de la Berenjena
B,Calle del Bergantín
B,Calle de Berilo
B,Calle de Berlanas
B,Calle de Berlanga de Duero
B,Calle de Berlín
B,Parque de Berlín
B,Calle de Bermeo
B,Calle de Bermúdez Cañete
B,Calle de Berna
B,Calle de Bernarda García
B,Calle de Bernardina Aranguren
B,Calle de Bernardina García
B,Calle de Bernardino de Antequera
B,Calle de Bernardino de Pantorba
B,Calle de Bernardino Obregón
B,Calle de Bernardo López García
B,Calle de Bernedo
B,Calle de Berrioplana
B,Calle del Berrocal
B,Camino de los Berrocales
B,Calle de Berruguete
B,Travesia de Berruguete
B,Calle de Bertrand Russell
B,Calle de Berzosa de Lozoya
B,Calle de Besolla
B,Calle de Bet Figueras
B,Calle de Betancunia
B,Calle de Betania
B,Avenida de Betanzos
B,Calle de Biarritz
B,Calle de la Bicicleta
B,Calle del Bidasoa
B,Calle de Bielsa
B,Calle de Bigastro
B,Glorieta de Bilbao
B,Calle de Binéfar
B,Calle del Biombo
B,Plaza del Biombo
B,Travesia del Biombo
B,Calle de Biosca
B,Travesia de Biosca
B,Calle de Biota
B,Pasaje de la Bisbal
B,Calle del Bismuto
B,Calle de la Bisutería
B,Calle de la Blanca
B,Calle de Blanca de Castilla
B,Calle de Blanca de Navarra
B,Calle de la Blanca Luna
B,Calle de Blancafort
B,Calle de Blandón
B,Calle de Blanes
B,Calle de Blas Cabrera
B,Avenida de Blas de Lezo
B,Calle de Blasa Pérez
B,Calle de Blasco de Garay
B,Callejon de Blasco de Garay
B,Calle del Blasón
B,Calle de la Blenda
B,Calle de Boada
B,Calle de Boadilla del Camino
B,Calle de Boadilla del Monte
B,Carretera de Boadilla del Monte
B,Calle de Bobby Deglane
B,Calle de Bocángel
B,Glorieta de Boccherini
B,Calle de Bochalema
B,Calle de Boecillo
B,Calle Boetticher y Navarro
B,Calle de Bohemios
B,Calle de Bohonal
B,Calle de Boiro
B,Calle de Boix y Morer
B,Calle de Boj
B,Calle de la Bola
B,Calle de la Bola del Mundo
B,Calle de Bolaños
B,Calle de Bolarque
B,Calle de Boldano
B,Calle de Bolívar
B,Calle de Bolivia
B,Paseo de Bolivia
B,Calle de Bolonia
B,Calle de la Bolsa
B,Calle de Boltaña
B,Calle de Bombita
B,Camino de Bonal
B,Calle de la Bondad
B,Calle de Bonetero
B,Calle del Bonetillo
B,Avenida de Bonn
B,Calle de los Bordadores
B,Calle de Borgoña
B,Calle de Borja
B,Calle de Borjas Blancas
B,Calle de Bormonia
B,Calle de Bornos
B,Calle de Borox
B,Calle del Bosque
B,Calle de Boston
B,Plaza de Boston
B,Calle de la Botánica
B,Calle del Botánico Mutis
B,Calle de la Botica
B,Calle del Botijo
B,Calle de las Botoneras
B,Calle de Boyacá
B,Calle de Boyer
B,Camino de Boyeriza
B,Calle de los Braceros
B,Calle de Braganza
B,Calle de Braille
B,Calle de Braojos
B,Avenida del Brasil
B,Avenida de Brasilia
B,Calle de Braulio Gutiérrez
B,Calle Bravo
B,Calle de Bravo Murillo
B,Calle de Brea de Tajo
B,Calle de Bremen
B,Calle de Breña
B,Calle de Brescia
B,Calle de Bretaña
B,Calle de Bretón de los Herreros
B,Calle de Brígida Alonso
B,Calle de Brihuega
B,Travesia de Bringas
B,Calle de Briones
B,Calle de la Brisa
B,Calle de Bristol
B,Calle de Briviesca
B,Calle del Brocado
B,Calle del Bronce
B,Calle de Brujas
B,Calle de la Brújula
B,Calle de Brunete
B,Calle de Bruno Abúndez
B,Calle de Bruno Ayllón
B,Calle de Bruno García
B,Avenida de Bruselas
B,Calle de Bubierca
B,Avenida de Bucaramanga
B,Calle de Bucarest
B,Calle de Budapest
B,Calle del Buen Gobernador
B,Calle del Buen Suceso
B,Calle de la Buenafuente
B,Calle de Buenavista
B,Calle de Buendía
B,Avenida de Buenos Aires
B,Calle de Bueso Pineda
B,Calle de Buganvilla
B,Ronda de la Buganvilla del Rey
B,Calle de Bugedo
B,Calle del Búho
B,Calle Buitrago del Lozoya
B,Calle de Bujalance
B,Calle de la Bujía
B,Calle del Bulevar Sur
B,Calle de Bulgaria
B,Plaza de Burdeos
B,Calle de la Bureta
B,Calle de Burgo de Osma
B,Calle de Burgohondo
B,Avenida de Burgos
B,Calle de Burgos
B,Calle de Burguete
B,Calle de Burítica
B,Calle de Burjasot
B,Calle de Burriana
B,Calle de Busaco
B,Calle del Buscón Don Pablos
B,Calle de Bustamante
B,Calle de Bustarviejo
B,Calle de Bustillo del Oro
B,Calle de Bustos
B,Glorieta de Butarque
B,Calle del Butrón
C,Calle del Caballero Andante
C,Calle del Caballero de Gracia
C,Calle del Caballero de la Blanca Luna
C,Calle del Caballero de la Cruz
C,Ronda del Caballero de la Mancha
C,Calle del Caballero de la Triste Figura
C,Calle del Caballero de los Espejos
C,Calle del Caballero de los Leones
C,Calle del Caballero del Bosque
C,Calle del Caballero del Verde Gabán
C,Calle de los Caballeros
C,Calle de Cabanillas de la Sierra
C,Calle de Cabellera de Berenice
C,Calle de Cabello Lapiedra
C,Calle de los Cabestreros
C,Travesia de los Cabestreros
C,Camino de los Cabestros
C,Calle de la Cabeza
C,Calle de Cabeza de Hierro
C,Calle de Cabeza de Manzaneda
C,Calle de Cabeza Grande
C,Calle de Cabeza Lijar
C,Calle de Cabeza Mesada
C,Calle de Cabeza Reina
C,Calle de Cabezas del Villar
C,Calle de Cabezuelas
C,Calle de Cabo Cañaveral
C,Calle del Cabo de Creus
C,Calle del Cabo de Tarifa
C,Calle del Cabo López Martínez
C,Calle del Cabo Machichaco
C,Calle del Cabo Nicolás Mur
C,Calle del Cabo Suceso Terrero
C,Calle de Caboalles
C,Calle de Cacabelos
C,Calle de los Cacereños
C,Travesia de los Cacereños
C,Calle de Cáceres
C,Calle de Cachero
C,Calle de Cachira
C,Calle del Cactus
C,Calle de Cadalso de los Vidrios
C,Calle de Cadarso
C,Calle del Cadete Julio Llompart
C,Calle de Cádiz
C,Glorieta de Cádiz
C,Calle del Cafeto
C,Pasaje de la Caja de Ahorros
C,Camino del Cajón de Tabernero
C,Calle de la Cal
C,Ronda de Cala Basa
C,Calle de Calabria
C,Calle de Calahorra
C,Calle de la Calamina
C,Calle de Calamocha
C,Calle de Calamón
C,Calle de Calanda
C,Calle de la Calandria
C,Calle de las Calas
C,Calle de Calasparra
C,Calle de Calatañazor
C,Calle de Calatayud
C,Calle de Calatorao
C,Calle de Calatrava
C,Calle del Calcio
C,Calle de la Calcografía
C,Calle de Caldas de Estrach
C,Calle de la Caldera
C,Calle de la Calderera
C,Calle de la Calderería
C,Calle de la Calderilla
C,Calle de Calderón
C,Calle de Calderón de la Barca
C,Calle de Calella
C,Calle del Calendario
C,Calle de la Caléndula
C,Camino de la Calera
C,Costanilla del Calero
C,Calle de Calero Pita
C,Parque del Calero
C,Calle de Caleruega
C,Pasaje de Caleruega
C,Calle de las Calesas
C,Calle de Cali
C,Plaza de Calicanto
C,Calle de Calidón
C,Calle de la Caliza
C,Plaza del Callao
C,Calle de Callejo
C,Calle del Calvario
C,Calle de Calvo Asensio
C,Calle de Calvo Sotelo
C,Calle de Cámaras
C,Calle de Camarena
C,Calle de Camarillas
C,Calle de Camarines
C,Pasaje de Camarma de Esteruelas
C,Calle de Cambados
C,Calle de Camborio
C,Calle de Cambrijas
C,Calle de Cambrils
C,Calle de las Camelias
C,Calle de Camichi
C,Avenida de Camilo José Cela
C,Calle del Camino de los Vinateros
C,Avenida del Camino de Santiago
C,Diseminado Camino del Parque
C,Calle del Camino Viejo de Leganés
C,Calle del Camino Viejo de Villaverde
C,Calle de los Caminos
C,Paseo de Camoens y Valero
C,Plaza de Camorritos
C,Calle del Campanar
C,Glorieta del Campanar
C,Calle de las Campanas
C,Calle de las Campanillas
C,Calle de las Campanulas
C,Calle de la Campaña
C,Calle de Campaspero
C,Calle de Campeche
C,Calle de Campezo
C,Calle del Campillo
C,Calle de Campillo de Arenas
C,Plaza del Campillo del Mundo Nuevo
C,Calle de la Campiña
C,Calle del Campo
C,Avenida del Campo de Calatrava
C,Plaza de Campo de Criptana
C,Calle del Campo de la Estrella
C,Calle del Campo de la Paloma
C,Calle del Campo de la Torre
C,Calle del Campo de Montiel
C,Parque Campo del Moro
C,Calle del Campo Florido
C,Calle de Campo Real
C,Pasaje de Campo Real
C,Calle de Campoamor
C,Calle de Campomanes
C,Calle de Camporredondo
C,Calle de Campos de Castilla
C,Calle de Campos Ibáñez
C,Calle de Campotejar
C,Calle Campus Sur
C,Calle de Campuzano
C,Pasaje de Can Mayor
C,Pasaje de Can Menor
C,Plaza del Canal de Isabel II
C,Calle del Canal de la Mancha
C,Calle del Canal de Mozambique
C,Calle del Canal de Panamá
C,Calle del Canal de Suez
C,Pasaje del Canal de Suez
C,Calle del Canal del Bósforo
C,Camino de la Canaleja
C,Plaza de Canalejas
C,Calle del Canalillo
C,Pasaje de la Canalización
C,Calle de Canapiare
C,Calle de las Canarias
C,Calle de los Canarios
C,Calle de Cáncer
C,Calle del Canchal
C,Calle de las Canchas del Manzanares
C,Plaza de la Cancillería
C,Calle de Candelaria Mora
C,Calle de Candeleda
C,Calle de Cándido Mateos
C,Calle de Candilejas
C,Calle de la Canela
C,Calle de Canencia de la Sierra
C,Calle de Canet de Mar
C,Calle de Cangas de Narcea
C,Calle de Cangas de Onís
C,Calle del Cangrejo
C,Calle de Canillas
C,Camino de Canillas
C,Carretera de Canillas
C,Avenida de Canillejas a Vicálvaro
C,Calle de la Canoa
C,Plaza de Cánovas del Castillo
C,Avenida de Cantabria
C,Calle de Cantalapiedra
C,Calle de Cantalejo
C,Calle del Cántaro
C,Camino de las Canteras
C,Calle de las Canteras de las Peñuelas
C,Calle de las Canteras de Tilly
C,Calle de los Canteros
C,Carretera de Canto Blanco
C,Pasaje de Canto del Tolmo
C,Plaza de Cantoria
C,Calle de Cantos Negros
C,Calle del Cantueso
C,Calle de la Cañada
C,Camino de la Cañada
C,Camino de la Cañada de las Canteras
C,Calle de la Cañada de Vicálvaro a San Fernando
C,Calle de Cañada del Santísimo
C,Calle de Cañamar
C,Calle de las Cañas
C,Travesia de las Cañas
C,Calle del Cañaveral
C,Calle de Cañete
C,Calle de Cañizares
C,Travesia del Caño
C,Calle del Cañón del Río Lobos
C,Pista de los Caños de Manina
C,Calle de Caños de San Pedro
C,Calle de los Caños del Peral
C,Glorieta de los Caños
C,Lugar Caños Quebrados
C,Cuesta de los Caños Viejos
C,Calle de Caolín
C,Calle de Capiscol
C,Avenida de la Capital de España Madrid
C,Calle del Capitán Blanco Argibay
C,Calle del Capitán de la Gandara
C,Calle del Capitán de Oro
C,Calle del Capitán Salas
C,Calle del Capitán Salazar Martínez
C,Callejon del Capote
C,Calle de Capri
C,Travesia de Capri
C,Plaza del Capricho
C,Avenida de los Caprichos
C,Calle de Capricornio
C,Calle de la Capuchina
C,Costanilla de los Capuchinos
C,Plaza de los Capuchinos
C,Puente de los Capuchinos
C,Calle de Caqueta
C,Carretera de Carabanchel a Aravaca
C,Carretera de Carabanchel a Villaverde
C,Avenida de Carabanchel Alto
C,Calle de Carabanchel Bajo
C,Plaza de Carabanchel
C,Calle de Carabaña
C,Calle de la Carabela
C,Calle de Carabelos
C,Calle de Carabias
C,Calle del Cárabo
C,Calle de Caracas
C,Calle de Caracoli
C,Calle de Caramanta
C,Calle de Caramuel
C,Calle de Caranavajos
C,Calle de Carare
C,Calle de Caravaca
C,Calle de Carazo
C,Calle de Carballido
C,Calle de Carballino
C,Plaza de Carballo
C,Calle de Carboneras
C,Calle de Carbonero y Sol
C,Calle de los Carboneros
C,Calle del Carbono
C,Calle del Carburo
C,Calle de Carcagente
C,Calle de Carcastillo
C,Calle de Cárdaño
C,Calle del Cardenal Belluga
C,Calle del Cardenal Cisneros
C,Plaza del Cardenal Cisneros
C,Avenida del Cardenal Herrera Oria
C,Calle del Cardenal Marcelo Spinola
C,Calle del Cardenal Mendoza
C,Plaza del Cardenal Pamcili
C,Calle del Cardenal Silíceo
C,Calle del Cardenal Solís
C,Calle de Cardenal Tavera
C,Calle del Cardenal Vicente Enrique y Tarancón
C,Calle de Cardencha
C,Calle de Cardenio
C,Calle de Cardeña
C,Calle de Cardeñosa
C,Calle de Cardeñuela Riopico
C,Pasaje de Carena
C,Calle del Caribe
C,Calle de la Caridad
C,Calle de Cariñena
C,Calle de Carlina
C,Calle de Carlos Arniches
C,Calle de Carlos Aurioles
C,Calle de Carlos Balenchana
C,Calle de Carlos Bravo
C,Calle de Carlos Caamaño
C,Plaza de Carlos Cambronero
C,Calle de Carlos Dabán
C,Calle de Carlos Domingo
C,Calle de Carlos Dubois
C,Calle de Carlos Fernández Casado
C,Calle de Carlos Fuentes
C,Calle de Carlos Gardel
C,Calle de Carlos Heredero
C,Calle de Carlos Hernández
C,Calle de Carlos II
C,Travesia de Carlos II
C,Calle de Carlos III
C,Paseo de Carlos III
C,Calle de Carlos IV
C,Calle de Carlos Latorre
C,Glorieta de Carlos Llamas
C,Plaza de Carlos María de Castro
C,Calle de Carlos Marín
C,Calle de Carlos Martín Álvarez
C,Particular de Carlos Martín Álvarez
C,Calle de Carlos Maurras
C,Calle de Carlos Morla Lynch
C,Calle de Carlos Paino
C,Jardines de Carlos París
C,Jardin de Carlos París
C,Calle de Carlos Pereyra
C,Calle de Carlos Rubio
C,Calle de Carlos San José
C,Calle de Carlos Solé
C,Plaza de Carlos Trias Bertrán
C,Calle de Carlos y Guillermo Fernández Shaw
C,Calle de Carlota O'Neill
C,Calle Carme Chacón
C,Calle de las Carmelitas
C,Calle de Carmen Amaya
C,Calle de Carmen Barrios
C,Calle de Carmen Bordiú
C,Calle de Carmen Bravo Villasante
C,Calle de Carmen Bruguera
C,Calle del Carmen
C,Calle de Carmen Cobeña
C,Plaza de Carmen Conde
C,Calle de Carmen de Burgos
C,Plaza de Carmen del Río
C,Calle de Carmen Laforet
C,Calle de Carmen Martín Gaite
C,Calle de Carmen Montoya
C,Plaza del Carmen
C,Calle de Carmen Portones
C,Calle de Carmen Rico Godoy
C,Calle de Carmen Sánchez Carrascosa
C,Plaza de Carmona
C,Calle del Carnero
C,Calle de Carnicer
C,Calle de Caroli
C,Travesia de Caroli
C,Calle de Carolina Baeza
C,Calle de Carolina Coronado
C,Calle de Carolina Paino
C,Calle de las Carolinas
C,Avenida de Carondelet
C,Calle de Caronte
C,Calle de Carpesa
C,Calle de la Carpintería
C,Calle del Carpio y Torta
C,Travesia del Carpio y Torta
C,Calle de Carracedo
C,Calle de Carranque
C,Calle de Carranza
C,Calle de la Carrasca
C,Calle de los Carrascales
C,Calle de Carrero Juan Ramón
C,Calle de Carretas
C,Camino de la Carretera de El Pardo a Colmenar Viejo
C,Calle de Carretería
C,Calle del Carril de los Caleros
C,Calle del Carril del Conde
C,Calle de Carrión de los Condes
C,Calle de la Carrocería
C,Plaza de los Carros
C,Calle de Cartagena
C,Avenida de Cartagena de Indias
C,Calle de Cartago
C,Calle de Cartama
C,Calle de Cartaya
C,Plaza de Cartaya
C,Calle de Carvajales
C,Camino de la Casa de la Dehesilla
C,Carretera de la Casa de la Trofa
C,Camino de la Casa de Murcia
C,Calle de la Casa de Tilly
C,Camino de la Casa de Vacas
C,Camino de la Casa del Arco
C,Camino de la Casa del Guarda
C,Camino de la Casa del Guarda de el Bodonal
C,Camino de la Casa del Portillo
C,Camino de la Casa del Torneo a la Atalaya
C,Camino Casa Forestal de Valdemar
C,Calle de la Casa Milá
C,Avenida de la Casa Quemada
C,Camino de Casa Querada
C,Camino de la Casa Vieja
C,Calle de Casabermeja
C,Calle de Casablanca
C,Calle de Casado del Alisal
C,Calle de Casalarreina
C,Calle de Casanare
C,Plaza de Casar de Cáceres
C,Calle del Casar de Palomero
C,Calle de Casarabonela
C,Calle de Casarrubuelos
C,Calle de Casas de Miravete
C,Calle de Casatejada
C,Travesia de la Cascada
C,Calle de Cascaes
C,Calle de Cascajares
C,Calle de Cascanueces
C,Calle del Casco Antiguo
C,Plaza de Cascorro
C,Calle de Casildea de Vandalia
C,Camino de la Casilla del Cebo
C,Calle de Casimiro Escudero
C,Calle Casimiro Mahou Bierhans
C,Calle del Casino
C,Calle de Casiopea
C,Camino del Casón
C,Calle del Casón de Comedias
C,Plaza del Casón
C,Calle de Caspe
C,Calle de Castalia
C,Calle de Castalia de Vallecas
C,Plaza de los Castañares
C,Paseo de los Castaños
C,Calle de Castejón de Henares
C,Calle de Castelar
C,Calle de la Castellana
C,Paseo de la Castellana
C,Calle del Castellano
C,Paseo de los Castellanos
C,Calle de Castellflorite
C,Calle de Castelló
C,Calle de Castellón de la Plana
C,Calle de Castelo Branco
C,Calle de Castiello de Jaca
C,Calle de Castilla
C,Carretera de Castilla
C,Plaza de Castilla
C,Puente de Castilla
C,Calle de Castillejos
